O que representa Fisicamente o Gradiente de um Campo Escalar?;\(\text{A direção e o sentido da máxima taxa de crescimento espacial (como a descida mais íngreme num mapa topográfico).}\)
Como o Campo Elétrico (\(\vec{E}\)) se relaciona com o Potencial (\(V\)) usando Gradiente?;\(\vec{E} = -\nabla V \ (\text{O campo elétrico sempre aponta para a direção onde a tensão decresce mais rápido})\)
Qual a expressão expansiva do Operador Laplaciano \(\nabla^2 f\)?;\(\frac{\partial^2 f}{\partial x^2} + \frac{\partial^2 f}{\partial y^2} + \frac{\partial^2 f}{\partial z^2} = \nabla \cdot (\nabla f)\)
Qual o Significado Físico da Divergência (\(\nabla \cdot \vec{F}\))?;\(\text{Mede se o campo "emana" a partir de um ponto (fonte } > 0\text{) ou "converge" para debaixo dele (sumidouro } < 0\text{).}\)
Qual o Significado Físico do Rotacional (\(\nabla \times \vec{F}\))?;\(\text{Mede localmente a tendência de induzir "rotação" ou circulação num fluido ou campo magnético ao redor de um ponto.}\)
O que é fisicamente a Matriz e o Determinante Jacobiano da transformação?;\(\text{É o fator de correção de volume/área ao distorcer o espaço cartesiano em Cilíndrico } (J=r) \text{ ou Esférico } (J=\rho^2\sin\phi)\text{.}\)
O que calcula na prática uma Integral de Linha do Campo Elétrico \(\int \vec{E} \cdot d\vec{l}\)?;\(\text{Calcula o trabalho por unidade de carga. A Diferença de Potencial é a integral negativa de linha: } V_B - V_A = -\int_A^B \vec{E} \cdot d\vec{l}\)
O que calcula na prática uma Integral Dupla de Densidade de Carga \(\iint_A \sigma dA\)?;\(\text{Calcula a Carga Total } (Q) \text{ armazenada agregada naquela distribuição geométrica de placa completa.}\)
Equação #1 de Maxwell - Lei de Gauss Elétrica (Forma Diferencial);\(\nabla \cdot \vec{E} = \frac{\rho}{\epsilon_0} \ (\text{Cargas elétricas são "fontes" criadoras e emanadoras de Campos E})\)
Equação #2 de Maxwell - Lei de Gauss Magnética (Forma Diferencial);\(\nabla \cdot \vec{B} = 0 \ (\text{Linhas do campo magnético B são sempre fechadas. Não existem monopolos magnéticos})\)
Equação #3 de Maxwell - Lei de Indução de Faraday (Forma Diferencial);\(\nabla \times \vec{E} = -\frac{\partial \vec{B}}{\partial t} \ (\text{Campos magnéticos variáveis no tempo geram Campo Elétrico rotacional na antena})\)
Equação #4 de Maxwell - Lei de Ampère-Maxwell (Forma Diferencial);\(\nabla \times \vec{B} = \mu_0 \vec{J} + \mu_0 \epsilon_0 \frac{\partial \vec{E}}{\partial t} \ (\text{Tanto Corrente contínua quanto Campos Elétricos variáveis criam um Campo Magnético rotacional})\)
Lei de Gauss na forma integral — para que serve na prática?;\(\oint_S \vec{E} \cdot d\vec{A} = \frac{Q_{\text{enc}}}{\epsilon_0} \text{ — permite calcular } \vec{E} \text{ em geometrias simétricas (esfera, cilindro, plano).}\)
Lei de Ampère na forma integral — corrente enlaçada;\(\oint_C \vec{B} \cdot d\vec{l} = \mu_0 I_{\text{enc}} \text{ — usada para calcular } \vec{B} \text{ ao redor de fios e solenoides.}\)
Teorema de Stokes aplicado à Lei de Faraday (forma integral);\(\oint_C \vec{E} \cdot d\vec{l} = -\frac{d}{dt}\iint_S \vec{B} \cdot d\vec{A} \text{ (a FEM é a circulação de E ao redor do laço)}\)
Teorema da Divergência aplicado à Lei de Gauss;\(\oint_S \vec{E} \cdot d\vec{A} = \iiint_V (\nabla \cdot \vec{E})\, dV \text{ — conecta fluxo na superfície com fontes no volume.}\)
Por que integrais de superfície são essenciais no cálculo de fluxo magnético?;\(\Phi_B = \iint_S \vec{B} \cdot d\vec{A} \text{ — o fluxo através da espira determina a FEM induzida via Faraday.}\)
